fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.0,0.0101,0.00862,0.90896,0.00055,2.97397,0.76213,7.40044,0.4827,1.72732,0.01688,0.87652,0.41308,0.0,0.1,0.55367,0.0,0.0,0.0,0.5214,0.0,0.93514,0.0,0.0
0.0,0.01012,0.01181,0.89725,0.00053,3.05344,0.65865,7.67979,0.54139,1.87467,0.01108,0.79947,0.4571,0.0,0.0678,0.46865,0.0,0.0,0.0,0.4603,0.0,1.0,0.0,0.0
0.0,0.00988,0.00897,0.93796,0.00048,3.3196,0.74032,7.60291,0.5,1.55221,0.01494,0.73913,0.39331,0.0,0.09908,0.48916,0.0,0.0,0.0,0.52342,0.0,1.0,0.0,0.0
0.0,0.00859,0.0107,0.95471,0.00049,2.87819,0.78922,7.55636,0.58468,1.61652,0.01335,0.69326,0.38891,0.0,0.09308,0.54672,0.0,0.0,0.0,0.50149,0.0,1.0,0.0,0.0
0.0,0.01426,0.00999,0.87541,0.00047,2.02017,0.50764,6.46149,0.47472,1.68833,0.01286,0.84501,0.40466,0.0,0.09158,0.50511,0.0,0.0,0.0,0.36937,0.0,0.86002,0.0,0.0
0.0,0.01039,0.01181,0.87769,0.00048,3.16528,0.65045,7.67979,0.56271,1.92567,0.01234,0.70658,0.4571,0.0,0.05496,0.46865,0.0,0.0,0.0,0.4603,0.0,1.0,0.0,0.0
0.0,0.00913,0.00826,0.9374,0.00055,3.52889,0.78875,7.81121,0.5,1.61845,0.01494,0.65122,0.43595,0.0,0.09908,0.49878,0.0,0.0,0.0,0.51996,0.0,1.0,0.0,0.0
0.0,0.00786,0.00855,0.98,0.00062,3.01569,0.80643,8.2914,0.64139,1.70961,0.01595,0.66667,0.45737,0.0,0.11179,0.5861,0.0,0.0,0.0,0.43486,0.0,0.80445,0.0,0.0
0.0,0.01054,0.01012,0.94609,0.0005,2.94809,0.64077,7.5,0.51629,1.5,0.01473,0.77724,0.4,0.0,0.1,0.49364,0.0,0.0,0.0,0.5,0.0,0.89915,0.0,0.0
0.0,0.00901,0.01043,0.94854,0.00044,2.78424,0.82075,7.87451,0.68905,1.34358,0.01162,0.71761,0.36536,0.0,0.0796,0.54672,0.0,0.0,0.0,0.48724,0.0,1.0,0.0,0.0
0.0,0.00776,0.0112,0.85384,0.0006,3.16528,0.78453,8.16869,0.5563,1.66279,0.01364,0.69751,0.31162,0.0,0.05302,0.39814,0.0,0.0,0.0,0.58068,0.0,0.88889,0.0,0.0
0.0,0.00895,0.01075,0.98,0.00052,2.60214,0.56529,10.35676,0.60774,1.628,0.01528,0.69699,0.49525,0.0,0.13072,0.62921,0.0,0.0,0.0,0.47127,0.0,0.77299,0.0,0.0
0.0,0.00974,0.01,0.9303,0.00051,3.0,0.81402,7.50758,0.50021,1.50424,0.01471,0.7042,0.40381,0.0,0.10127,0.50118,0.0,0.0,0.0,0.502,0.0,0.9617,0.0,0.0
0.0,0.01031,0.00954,0.94609,0.00049,2.94809,0.64894,7.34205,0.52166,1.3673,0.01338,0.78267,0.39481,0.0,0.09901,0.42235,0.0,0.0,0.0,0.5,0.0,0.7962,0.0,0.0
0.0,0.00958,0.01014,0.94058,0.00044,2.37015,0.86125,7.87451,0.68905,1.19404,0.01207,0.65918,0.33605,0.0,0.06317,0.54558,0.0,0.0,0.0,0.50847,0.0,0.99749,0.0,0.0
0.0,0.00592,0.01071,0.98,0.00055,2.13201,0.49758,10.35676,0.60774,1.7307,0.01528,0.7245,0.46631,0.0,0.13072,0.60652,0.0,0.0,0.0,0.29089,0.0,1.0,0.0,0.0
0.0,0.01041,0.01075,0.9603,0.00052,2.53455,0.51966,11.58085,0.63199,1.628,0.01528,0.80503,0.51928,0.0,0.13495,0.57801,0.0,0.0,0.0,0.46114,0.0,0.71924,0.0,0.0
0.0,0.00977,0.01,0.90253,0.00066,3.54512,0.95,5.53165,0.5,1.5,0.01477,0.6259,0.4,0.0,0.11491,0.61494,0.0,0.0,0.0,0.58126,0.0,1.0,0.0,0.0
0.0,0.01476,0.00999,0.88025,0.00048,2.02017,0.49907,6.57789,0.49482,1.71267,0.01309,0.87312,0.40466,0.0,0.08957,0.51436,0.0,0.0,0.0,0.37033,0.0,0.84229,0.0,0.0
0.0,0.00868,0.0107,0.95471,0.00049,2.87737,0.78777,7.57128,0.58462,1.64322,0.01335,0.6957,0.38803,0.0,0.093,0.55195,0.0,0.0,0.0,0.50422,0.0,0.99888,0.0,0.0
0.0,0.00616,0.01152,0.95471,0.00056,2.69107,0.84327,6.14627,0.73152,1.58003,0.00978,0.82133,0.24367,0.0,0.11267,0.6049,0.0,0.0,0.0,0.56067,0.0,0.98989,0.0,0.0
0.0,0.01519,0.00872,0.88579,0.0005,2.02017,0.54283,6.97923,0.39077,1.85872,0.01521,0.84501,0.44925,0.0,0.09158,0.50511,0.0,0.0,0.0,0.38581,0.0,0.87769,0.0,0.0
0.0,0.01426,0.01177,0.82734,0.00052,2.2922,0.50764,7.77204,0.47472,1.08164,0.01301,0.88865,0.3211,0.0,0.09608,0.50511,0.0,0.0,0.0,0.36937,0.0,0.85416,0.0,0.0
0.0,0.00943,0.00728,0.9374,0.00055,3.2544,0.78875,8.90463,0.42228,1.61845,0.01494,0.58473,0.43595,0.0,0.08212,0.38681,0.0,0.0,0.0,0.66366,0.0,1.0,0.0,0.0
0.0,0.00921,0.01074,0.94609,0.00048,2.94809,0.58083,7.5,0.64467,1.52891,0.01404,0.75967,0.50523,0.0,0.09751,0.53979,0.0,0.0,0.0,0.45289,0.0,0.8195,0.0,0.0
0.0,0.00681,0.00871,0.95363,0.00044,2.80645,0.71312,7.87451,0.68718,1.07406,0.01144,0.74948,0.3973,0.0,0.06314,0.53556,0.0,0.0,0.0,0.61758,0.0,1.0,0.0,0.0
0.0,0.00988,0.01002,0.9342,0.00051,3.0,0.80252,7.5,0.48669,1.48236,0.01488,0.71594,0.4,0.0,0.10045,0.5068,0.0,0.0,0.0,0.49192,0.0,1.0,0.0,0.0
0.0,0.00783,0.00999,0.85014,0.00061,3.11488,0.78574,7.87926,0.5304,1.82417,0.01385,0.70331,0.342,0.0,0.05175,0.3578,0.0,0.0,0.0,0.52397,0.0,0.96735,0.0,0.0
0.0,0.01156,0.0095,0.8837,0.00049,3.11445,0.72685,7.5,0.47948,1.67741,0.0148,0.66278,0.36059,0.0,0.10016,0.49192,0.0,0.0,0.0,0.5,0.0,0.89154,0.0,0.0
0.0,0.01146,0.00852,0.87471,0.00054,3.22688,0.8,8.38081,0.53382,1.64234,0.01682,0.82819,0.39636,0.0,0.1,0.49606,0.0,0.0,0.0,0.52329,0.0,0.97406,0.0,0.0
0.0,0.00776,0.01142,0.8392,0.00063,3.04595,0.78453,8.05118,0.51627,1.83227,0.01364,0.67183,0.31162,0.0,0.05197,0.39213,0.0,0.0,0.0,0.58068,0.0,0.89516,0.0,0.0
0.0,0.00776,0.01225,0.78188,0.00064,3.12725,0.86212,10.40513,0.5689,0.83335,0.01364,0.56777,0.2828,0.0,0.05652,0.37329,0.0,0.0,0.0,0.54228,0.0,0.70476,0.0,0.0
