fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.0,0.01056,0.01151,0.98,0.00058,2.57654,0.86853,5.38284,0.51787,1.6289,0.01091,0.63081,0.31787,0.0,0.13174,0.34349,0.0,0.0,0.0,0.44076,0.0,0.92163,0.0,0.0
0.0,0.01206,0.01155,0.95385,0.00052,2.75274,0.84745,7.05746,0.51817,1.57939,0.01362,0.73889,0.37781,0.0,0.12885,0.41268,0.0,0.0,0.0,0.45051,0.0,0.91815,0.0,0.0
0.0,0.01099,0.01155,0.98,0.00048,2.75037,0.83862,5.61209,0.51504,1.43915,0.01233,0.76891,0.39655,0.0,0.12227,0.44783,0.0,0.0,0.0,0.62669,0.0,1.0,0.0,0.0
0.0,0.0111,0.00799,0.97561,0.00052,2.57654,0.95,4.52644,0.48814,2.04796,0.00899,0.66713,0.31787,0.0,0.11983,0.38771,0.0,0.0,0.0,0.44076,0.0,0.92418,0.0,0.0
0.0,0.00929,0.00928,0.91067,0.00049,2.47577,0.7474,5.9599,0.51919,1.85625,0.01455,0.59545,0.38096,0.0,0.10914,0.51126,0.0,0.0,0.0,0.50196,0.0,0.93723,0.0,0.0
0.0,0.01152,0.01065,0.95666,0.0005,2.75037,0.8028,5.46816,0.50848,1.39469,0.01233,0.77248,0.40359,0.0,0.12227,0.42459,0.0,0.0,0.0,0.62669,0.0,0.98733,0.0,0.0
0.0,0.01159,0.00803,0.97561,0.00054,2.57654,0.95,4.37018,0.46478,2.16077,0.00893,0.65851,0.31787,0.0,0.11983,0.38771,0.0,0.0,0.0,0.39822,0.0,0.98399,0.0,0.0
0.0,0.0119,0.00799,0.96257,0.00055,2.61696,0.95,4.35499,0.43105,2.24688,0.00851,0.67974,0.3433,0.0,0.13601,0.38771,0.0,0.0,0.0,0.44076,0.0,0.95352,0.0,0.0
0.0,0.0106,0.01015,0.9051,0.00051,3.59309,0.86261,6.71151,0.47329,1.1247,0.01335,0.7,0.4,0.0,0.09327,0.53662,0.0,0.0,0.0,0.5,0.0,0.9923,0.0,0.0
0.0,0.00929,0.01158,0.84946,0.00049,1.76539,0.7474,5.87296,0.64699,1.85625,0.01215,0.67794,0.28511,0.0,0.0976,0.51126,0.0,0.0,0.0,0.56006,0.0,0.68961,0.0,0.0
0.0,0.01,0.00845,0.98,0.00045,3.0,0.80955,7.5,0.50004,1.60668,0.01459,0.79025,0.40364,0.0,0.09542,0.5,0.0,0.0,0.0,0.50497,0.0,1.0,0.0,0.0
0.0,0.01,0.01024,0.937,0.00048,3.42372,0.851,7.5,0.54006,1.5814,0.01568,0.69714,0.35651,0.0,0.09125,0.4694,0.0,0.0,0.0,0.46125,0.0,0.9448,0.0,0.0
0.0,0.00968,0.00997,0.94033,0.00049,3.00291,0.8,7.44154,0.49945,1.52128,0.015,0.69459,0.4,0.0,0.1,0.49637,0.0,0.0,0.0,0.49806,0.0,1.0,0.0,0.0
0.0,0.01003,0.01015,0.90536,0.00049,3.30244,0.86261,6.49711,0.45373,1.03918,0.01376,0.6865,0.4065,0.0,0.08876,0.55853,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0
0.0,0.00997,0.00998,0.93895,0.00049,3.01897,0.80072,7.43901,0.49914,1.4998,0.01504,0.69221,0.4,0.0,0.09932,0.5,0.0,0.0,0.0,0.50188,0.0,1.0,0.0,0.0
0.0,0.00978,0.01151,0.96501,0.00056,2.57654,0.7681,5.38284,0.61418,1.67467,0.01234,0.71015,0.3643,0.0,0.15292,0.32486,0.0,0.0,0.0,0.3678,0.0,0.85532,0.0,0.0
0.0,0.01081,0.01164,0.98,0.00061,2.51442,0.85832,5.38284,0.52314,1.60653,0.01091,0.6314,0.31046,0.0,0.13874,0.33763,0.0,0.0,0.0,0.43258,0.0,0.92163,0.0,0.0
0.0,0.00965,0.01009,0.98,0.00058,2.85949,0.71118,5.54896,0.53702,1.53707,0.01333,0.76891,0.39655,0.0,0.12331,0.46819,0.0,0.0,0.0,0.57126,0.0,1.0,0.0,0.0
0.0,0.01063,0.01273,0.97509,0.00057,2.72269,0.86853,5.34997,0.49987,1.69394,0.01087,0.66617,0.33726,0.0,0.12496,0.36941,0.0,0.0,0.0,0.44076,0.0,0.94481,0.0,0.0
0.0,0.01206,0.01155,0.94853,0.00051,2.7656,0.86285,7.2055,0.52845,1.57939,0.01336,0.75691,0.38315,0.0,0.12542,0.41247,0.0,0.0,0.0,0.45476,0.0,0.89892,0.0,0.0
0.0,0.01025,0.00641,0.90276,0.00052,3.45409,0.65999,6.74431,0.50111,1.73554,0.015,0.88272,0.50059,0.0,0.08311,0.47258,0.0,0.0,0.0,0.46147,0.0,1.0,0.0,0.0
0.0,0.00922,0.00926,0.90868,0.00049,2.40388,0.74122,5.96463,0.52921,1.85625,0.01422,0.59233,0.37313,0.0,0.10914,0.48704,0.0,0.0,0.0,0.50852,0.0,0.92707,0.0,0.0
0.0,0.00903,0.00927,0.78242,0.00058,2.7293,0.7518,5.06726,0.41628,1.85625,0.01566,0.59545,0.38096,0.0,0.10534,0.60863,0.0,0.0,0.0,0.44241,0.0,0.78344,0.0,0.0
0.0,0.00892,0.00928,0.9116,0.00049,2.4152,0.72775,6.12562,0.5263,1.85625,0.01455,0.59545,0.36934,0.0,0.10765,0.51229,0.0,0.0,0.0,0.48705,0.0,0.934,0.0,0.0
0.0,0.00925,0.01,0.89709,0.00046,3.0,0.74024,7.0119,0.50744,1.53833,0.01598,0.57901,0.36626,0.0,0.08778,0.50627,0.0,0.0,0.0,0.50629,0.0,1.0,0.0,0.0
0.0,0.01114,0.00851,0.96436,0.00054,2.62162,0.95,4.41912,0.41789,2.22637,0.00931,0.69189,0.31787,0.0,0.12859,0.38771,0.0,0.0,0.0,0.38451,0.0,0.79872,0.0,0.0
0.0,0.00763,0.00779,0.89682,0.00049,2.15437,0.7474,5.68285,0.50824,2.33832,0.01764,0.59545,0.41154,0.0,0.12641,0.51126,0.0,0.0,0.0,0.49527,0.0,0.89811,0.0,0.0
0.0,0.01174,0.00785,0.96334,0.00055,2.64249,0.95,4.07431,0.44765,2.25099,0.00804,0.67974,0.33409,0.0,0.13769,0.38771,0.0,0.0,0.0,0.42281,0.0,0.91831,0.0,0.0
0.0,0.01342,0.00747,0.95914,0.00063,2.56799,0.95,4.35499,0.34805,2.17534,0.00802,0.79947,0.3433,0.0,0.13601,0.35296,0.0,0.0,0.0,0.35806,0.0,0.85451,0.0,0.0
